date,time_detected,user_sid,user,origin_ipv4,origin_ipv6,description,server_dn,computer,os_version,domain,event,action,subsystem,result,indicator_ids,Old value,new value
2016-11-03T05:58:23Z,13:48:06,f98a3704befa1012d32aea85345beaecd7e82cd6,dkisbyla,46.87.191.3,767d:9a51:12b:10cf:fd13:7472:edea:c7c0,,,Andalax,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2017-10-25T16:06:57Z,16:27:48,d6589e0ee975e9dacb6b04951f706a61d211622e,drobbslb,220.59.26.162,9dbb:f4e6:3be2:94a9:9c65:f11e:1a26:410c,,,Trippledex,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2016-11-12T00:05:13Z,20:16:57,9e534beed7c01792a13f246f29b4f2afcb7a7b30,hbondesenlc,17.150.149.190,5d06:a12f:43e5:2e92:ca9a:b4e1:edba:1400,,,Mat Lam Tam,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2016-09-26T09:15:03Z,05:54:21,c34eab9a15db43f7f077b52753902303ed6b8e33,mflockhartld,163.225.44.90,14ea:efb8:5437:7861:cbde:1079:57b9:abc2,,,Transcof,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2017-05-19T08:58:30Z,00:11:43,9ac34bc62eac0a82b7188e9f25847130cbe0ad04,ganglinle,37.97.147.68,bd:dffd:ef38:b388:5dff:2fcb:d838:ce07,,,Prodder,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2016-13-30T01:58:12Z,02:23:04,65b1f23200baa350931bad586a347ae10927528c,hbrocklesbylf,20.57.186.223,8b90:421e:2af0:16a2:1b16:f96:93c3:c18c,,,Solarbreeze,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2016-11-20T08:28:54Z,19:26:52,00938d349905c0c944e0392d87abca93744642e5,cbardenlg,17.220.220.163,d64d:620e:d5fd:3105:6a75:74be:bc5d:8152,,,Latlux,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2016-11-03T19:00:01Z,15:33:37,c4bccb484c096aa237e1c10f90616945e50fc505,rwadworthlh,62.203.9.66,fd3e:d85a:d408:ef6c:7961:e70:a1b0:5458,,,Transcof,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2017-08-15T17:54:30Z,20:20:22,9cfbcc0f1b4faf283a50dec59cce12ca0122f77b,hbaggottli,9.133.130.90,a37f:4ef7:3102:4ef4:6475:e10:d9fd:49e4,,,Prodder,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-10-26T14:44:38Z,08:39:43,08561fce5f159faa504b949d8cf75e52665d4aef,jhassurlj,189.110.158.7,3d3f:b2ae:a31f:6e7e:b3a9:2074:40d9:c29b,,,Flowdesk,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2016-14-04T08:40:24Z,10:33:52,f5b8ea9ed733ce0d8503d71453fd10b0ac4cb602,lmclleeselk,3.154.228.2,79f9:c5d4:7c0a:fc25:a75a:3738:b5b:8116,,,Home Ing,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-11-05T09:15:31Z,04:41:59,3967a83370ba5668ea94cd6f531b5e0b6de5514e,dbawlesll,24.25.47.240,4b8c:21d6:695:8b2:de21:cea8:79f4:9b89,,,Overhold,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-14-15T12:11:06Z,04:04:18,318ab1e8497d9805191e29264eaf0adf7a4cec82,cbezzantlm,83.25.40.147,7dd8:f1ce:72fd:dd0b:9b:bd44:c673:f429,,,Flowdesk,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2016-13-10T01:47:55Z,05:06:35,eb640671b1c35dbb77920d8493c0016f0670ea9c,skellarln,231.38.236.158,f859:1ffe:401:6714:9c9f:9cd2:eb8b:c034,,,Trippledex,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-07-18T06:55:42Z,11:57:35,f5ea6abb5f255667b57092ea2992e0c18f980dcc,nwhitebrooklo,174.181.59.25,4163:4d6b:cff3:f8b1:abad:9994:9f7a:50a5,,,Sonsing,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-08-26T08:22:57Z,13:55:43,b993c169f343d7a06d64e339614f69e0992d63fd,fgormallylp,252.74.175.133,802b:3b84:425a:3ad7:94eb:e8e8:fd2e:e0b1,,,Konklux,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-10-11T15:21:30Z,11:48:49,fcb5bbc8c3d5ba944df6830ef5fad264c7d978b6,maimerlq,210.202.208.240,123c:a000:7de4:606a:80c9:d1ed:b695:2e91,,,Flowdesk,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-09-23T14:37:51Z,04:01:23,8d792fa0316aa6df3d5a1394ff06ce881420bf56,bslipperlr,152.212.122.34,d27c:b941:a298:a050:c759:b90f:4dbc:ad8f,,,Namfix,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-02-30T10:26:37Z,09:26:51,779c37e70a2f40afc25312a53a1b175b86530d0f,ytootingls,45.53.185.18,bd86:f778:a24c:66e3:3e9e:7455:81e3:631d,,,Matsoft,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-07-11T01:34:55Z,11:05:08,6785ffe08c744419db1e94d3dd324d65af25224a,ncransonlt,143.141.78.120,fee7:33cf:1a3c:45bb:8ed5:21b5:25f4:ede7,,,Regrant,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-02-19T01:55:04Z,01:08:17,126a3cd335f7ea1222d14d26b27dab890d0d30eb,jfyerslu,222.243.75.149,65eb:155d:20bc:73c:afb9:f7e3:a646:dac,,,Matsoft,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-11-15T13:08:10Z,00:09:57,6845a23ebca1707890661df5fdfb643e357fb611,mcopplv,65.2.101.183,1c81:586b:51fd:fbfd:7054:e012:b7db:c91a,,,Overhold,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-09-24T00:04:51Z,02:53:46,c9e15e0cccf26827cac86269aaee0b1e55335c21,gsvaninilw,41.7.213.155,3419:60da:1397:b861:3390:e8ff:44ff:8953,,,Zoolab,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-14-28T02:57:11Z,14:15:26,7f2bb5edeb923da2f0b014262af559a43bc95f7a,jnoonelx,205.73.80.227,fa55:ece7:f160:19c8:2105:22d6:7b19:ee49,,,Zoolab,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-05-19T01:51:56Z,15:55:03,553f52974f2101288893d49e388f66f0d1fb6e32,cpeetermannly,18.121.5.64,48aa:727f:c054:6380:85d9:5b8b:fbf3:dc90,,,Stringtough,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2017-08-15T01:37:05Z,13:39:35,a76651ee02fba79c1886a5b3daa84ae7a63b1086,gpovelelz,177.175.93.253,ae53:a598:407a:b9c9:933f:8b54:d9e4:d22f,,,Greenlam,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-02-02T08:24:33Z,14:56:15,4cdd0bbac121bd1b78741b0b4a0a56f683286459,challettm0,255.142.39.132,3fac:bfda:bfe0:ca2a:dce8:1530:3335:6897,,,Sub-Ex,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2016-14-02T06:03:43Z,21:10:50,c3e620c94c131cba15389e3fb3ae2ef166fb76e1,jmacconchiem1,169.16.139.181,b735:cad5:32dd:40ab:5f6f:9b5e:e6dd:81ca,,,Prodder,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-07-30T00:46:41Z,22:59:36,a8b424d2e3bbd38ebd0bae59db1eb80fd138158c,rirlamm2,126.172.130.45,cf30:9393:ab94:cb14:86b5:b352:6be0:3bb7,,,Fixflex,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-11-13T08:01:23Z,02:18:58,c7a237d4b6c72fee866d854dd68d2a45fd3bb1b3,eneeshamm3,211.227.134.66,fc68:bf24:6c7a:4a8a:8ddc:b45e:630:7ebe,,,Alpha,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2017-09-31T08:25:48Z,15:51:57,4fdf3dfcb42fd13e41de876becd65e5ea805a715,cmaccawleym4,178.122.216.200,9461:9b75:50d5:4c51:f5ff:7d33:780b:2e4f,,,Bitwolf,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-05-03T15:34:11Z,05:51:31,5b02ef92796bcf3d4cf569fae6ea08513aa3cd5f,aiacovinim5,240.213.86.122,65a0:7926:dbca:df0d:774b:78fc:73ac:bca5,,,Zontrax,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2017-09-21T19:51:04Z,13:18:58,3fda7981d55fee9ccf955b91f8e277acdffd624c,jboundym6,76.75.4.116,3d30:c75e:9151:b5e:4c39:54f7:5f5:41c7,,,Lotlux,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-05-31T05:07:01Z,18:25:12,d7d88f1ed899037920687e88da34467db610db8a,ibinsteadm7,196.200.165.73,5f81:d4:fbea:ce6b:8dfc:d5e2:3db7:38a6,,,Keylex,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2016-09-30T13:57:04Z,18:29:22,5234d83596963231a88a475749a342c482013b8f,rnewingm8,201.196.236.101,ae6:241d:ca75:2f4a:cac6:9646:5896:6606,,,Bitwolf,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2017-06-16T13:19:26Z,21:04:25,115deb991af9dc085c942a87ccf4e7003515eb22,pjowlem9,80.33.235.241,f30d:76f3:71bf:72f2:8faf:a336:353a:df21,,,Sonair,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2017-08-03T18:58:01Z,08:33:20,cbfe637b63b76c6f2ac02cf25dffddc56ff97225,crosinma,168.233.81.121,d032:e48d:99e3:9dd5:d4e2:44c7:585e:bd13,,,Ronstring,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-09-08T16:34:22Z,19:10:22,d6ce0e72a9d8cdab0422c9404099b869f5e1490d,jkieltmb,201.152.142.52,6d1e:a124:4d9a:4fae:9d7a:134c:458e:d324,,,Bitchip,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-10-07T01:25:36Z,01:38:51,485541888531abddc77fe9b1f65edcd41c65e1f6,jblanchemc,80.233.40.112,39c1:7957:4a47:db86:e84b:b198:715c:ecc6,,,Asoka,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-07-30T00:41:49Z,14:40:48,a083634171715780c25f05ce8c2dacc71bce5121,hrivettmd,140.0.193.141,8c13:629b:d392:7e1b:3f45:d914:afda:583d,,,Bigtax,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-08-08T14:45:02Z,07:32:05,87b9e76db6073bbeda451f779043329a78dc0f6a,wcreanyme,62.131.39.95,5ed6:b6dd:af60:7195:77f6:d298:5409:5d95,,,Sub-Ex,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-10-04T19:25:36Z,06:12:59,d07a2884580b15e572237c9747d263fabf613f60,aslaynymf,225.236.32.84,779e:d5ae:1bd0:ed46:4713:edf4:ac56:7c81,,,Solarbreeze,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2016-10-27T15:25:02Z,14:35:58,1076040106bde2d17b68e7db4c76dc17f5a39f4c,fmackledenmg,202.65.82.31,b091:f8d0:aa1e:b26b:98fe:7cb:a14e:4fda,,,Latlux,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2016-02-04T23:23:25Z,15:37:03,3a2b4fa00d9136af9724b5acf0f404151626d251,elafrentzmh,228.27.10.193,d647:710f:a4c2:970c:433c:681c:3ecd:7103,,,Rank,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-11-06T04:04:23Z,20:36:16,d00768ddc64dcf1896fc0ecf2a19d986834a3164,smorsommi,25.1.56.28,9b45:b3a6:9638:d2fe:173b:f717:f1a:97bd,,,Bitchip,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-13-30T10:07:57Z,12:45:18,0c8ebf47fbf95fafb89938d262369feb4782cb30,deakleemj,42.132.175.31,f1bf:99e3:fee3:f762:aab7:72b4:46fc:c881,,,Opela,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-06-02T21:14:37Z,02:04:03,1a37834e520e588aac8493fcc3cfc3eb45d50fa6,ekolodziejskimk,34.240.196.229,fdef:1f5a:596d:e68c:b82a:f5fe:c986:c8fd,,,Y-Solowarm,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2016-11-15T19:16:58Z,17:50:22,84fad9f4761117503b96e05545202bc63b277e18,hdefriesml,61.183.50.222,a2ea:4418:9cd1:f672:9e86:d793:246b:ead9,,,Duobam,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2017-08-21T12:00:31Z,08:22:19,4c69290cf3e4ef7f421e2dc6b395d4db0206bc2c,pfairtloughmm,126.174.161.161,b0ef:8b4d:c16d:8791:5c3f:4f80:d7ad:88f,,,Span,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-09-10T22:22:04Z,09:01:10,b0b050f9b22e38e34b57dfa8bbf9a16a806e49ac,ldisbrowmn,192.163.125.91,467b:f154:1924:7a28:7e14:ac24:4175:37ba,,,Lotlux,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-13-17T05:50:51Z,10:16:16,e3763353dc431d8e11866eaf4e6d5674c787a77b,gswatlandmo,213.37.52.50,dc3e:fb00:9d89:a5b:7d35:bcab:33c1:70a4,,,Pannier,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2016-14-01T12:54:06Z,22:23:11,e5ffff7c921ea3c707d090d412985d5b98532c15,lwetherilmp,94.97.81.37,883:686d:a05c:afad:d61e:acd0:232b:50b7,,,Lotstring,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2017-10-07T22:32:50Z,09:14:36,413df71651d859c7120717afbd33a587c31c8a5d,mpenrosemq,79.241.14.226,7286:953c:31e:aa9b:d2dc:fe9a:5dc1:3bce,,,Span,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2016-02-22T22:40:08Z,04:58:24,118843db15f1be69c855f260c4a9e5ac21e0d9e3,dblakemoremr,155.169.211.206,b113:f1df:f6e4:4ba6:e3bf:fdc:26b3:e4be,,,Stringtough,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2016-11-15T10:00:01Z,05:39:07,0ac8448483689247d5121414a2f24e9dd3f3bb9f,jboalms,101.241.185.231,cfe:ffca:6e91:f756:289d:6c97:cf07:848d,,,Holdlamis,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2017-09-01T04:46:07Z,11:26:55,0fb08397ee1615675ecfca9c4f61ed63c3e30109,lkembleymt,97.249.126.79,183d:4013:d3a9:3cfb:9616:81f6:3581:a002,,,Home Ing,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-09-19T22:33:14Z,10:46:17,245f42b367d9e62e0a6fac3d9233c1e18fb2023d,bschutzemu,231.96.199.158,75b5:a9f9:7a66:b098:5440:c316:7074:181a,,,Wrapsafe,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2017-09-21T11:36:48Z,19:22:28,045537d0373659c9db892daa177bf4e89b2f1b1e,jbonairemv,86.37.221.94,c249:6e2b:a6b6:e20a:d075:8dd4:a828:915e,,,Domainer,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-08-28T00:38:37Z,19:21:59,1546754f2b4092acee76ee76e7157e20fb6a5fc0,mmcclenanmw,143.36.195.109,36ea:4602:d959:d903:176e:67dc:3bbd:48d8,,,Prodder,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2016-14-16T19:29:55Z,08:14:22,80ccc3e288fdf99012c1c1a46ec24f5f6d975ae6,hdudinmx,170.174.94.206,f045:ec6a:1748:8fbf:5041:bb57:105:b46d,,,Tempsoft,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2016-13-26T03:22:26Z,13:37:38,f62c9c79b557f1c554bd26dcfb4d16ad93f5998a,gmayhoumy,160.140.220.25,4285:ea8e:68f1:f6fe:121e:1c17:3976:5b61,,,Fintone,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2016-13-23T21:05:31Z,22:16:01,d11193ced0682007b27ddde02cf75147b14347e8,tgounymz,109.25.12.94,6b47:878f:765a:606c:1838:a342:1c3:6ff7,,,Vagram,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2016-02-01T00:13:17Z,14:58:52,207ecb102d3e76d41c80683ffdf369d641faef3b,dockendonn0,234.105.3.27,b8c2:5fa6:c607:861c:4943:9d94:eab:5528,,,Veribet,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-10-02T23:13:40Z,08:18:45,f26c5e4264af8e5be3e3234fa4bf3fac06b50a36,gmealiffen1,222.94.108.147,5c3d:69c6:7f86:667d:bf37:d5eb:e341:780b,,,Overhold,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,8,10
2016-11-16T01:11:30Z,06:02:30,ac8d46b539ee5c3e54d2a2188175a3c33a0a8158,kmossbeen2,164.183.64.114,8b15:9be5:5bc2:e6f0:617d:a808:ebc6:d457,,,Treeflex,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2017-09-03T03:53:34Z,00:26:43,df90b52efbc7d3fd0c40645eef3f7caf15fda451,tfiandern3,241.218.195.26,ec32:3a9d:3da0:5152:331:79c9:c6ce:7322,,,Greenlam,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-09-24T11:39:59Z,19:20:32,b83aa28ba7ed0d615bebdb29887861704b129627,stabordn4,141.80.55.39,204:977c:8ff8:e8d4:aec0:3c3d:f69e:6a8a,,,Pannier,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-11-06T00:47:51Z,09:26:16,641343b899c8fac25c7fdd8eb621bb2f220991fa,aklimmekn5,147.78.199.77,2cab:8c2e:c603:d865:ea1a:8584:d1dd:118e,,,Tres-Zap,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2016-10-28T11:40:19Z,19:31:30,b7234efc1f7e2db03fc8870f7fa8a273e4a59b63,spardoen6,100.37.172.53,ae82:6676:bd8f:3b62:8e70:8bff:21bc:1603,,,Home Ing,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-09-21T16:58:04Z,12:39:00,ae6121e839651dafadf3b039c0888c29792f0472,dbifieldn7,49.150.133.16,cb94:809b:1a13:8b57:8571:38af:1c05:606a,,,Viva,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-13-01T05:57:16Z,12:42:12,606c214f619003b6f3a82e961727d1490f1df291,ahiblingn8,243.112.43.172,43db:424e:fa4f:8f07:9d8d:cc1a:f03c:df36,,,Trippledex,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-08-18T09:28:11Z,01:25:31,7e3ea12000612476cda4953e0e26edd3b8905d78,wcundn9,184.222.113.30,25b5:d054:7cec:1757:d17a:fc2:4a1a:6ce3,,,Tin,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-09-08T17:51:22Z,20:11:54,5ba7d91d06647ba80659d78a70abfa5a859cc1da,nachromovna,186.26.50.232,fb39:4c41:2e80:ff:da90:67b1:e25d:4fdc,,,Rank,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2017-07-03T07:28:39Z,13:19:48,309f283fbd1ddf2dffc59db1283514503db9338a,kmcowennb,1.70.193.164,b5da:ead3:1837:206:d035:80a9:dce4:6518,,,Zamit,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-07-05T10:52:25Z,01:28:35,d220d01779df7ad32bf6e81e4dd825095d17d210,skearfordnc,157.160.241.1,9294:ee68:fd1c:fa43:eab5:b329:ed5b:4eb9,,,Biodex,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-05-05T08:41:55Z,23:02:18,46ed98bff8e3fd96249ae658e7b3f136823f8860,mstonehewernd,252.100.56.199,5c88:da8a:5320:bb2c:267d:5ee6:c4e7:3c06,,,Home Ing,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2017-08-24T19:34:21Z,10:50:38,5026aac33d6d01e891c5bc329f12173e10b735d3,ocurgenuerne,110.30.167.133,5c06:52e7:f50e:961d:4673:a87e:d8db:8e1a,,,Transcof,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-09-17T19:02:16Z,06:08:27,0dd358c0356ff76194dcf77125b08e1eedea48e1,cshaxbynf,236.116.176.39,9878:bec1:bf04:da2b:30ee:2c98:fe49:7051,,,Tampflex,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-02-26T04:10:53Z,21:41:11,fad256e85b6c1be5e570d7ed57cb5f52747e3dfe,lamissng,188.127.242.45,929f:d1dc:7a75:f7ae:6dd9:e739:531a:14c3,,,Tin,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-11-16T07:38:53Z,21:12:02,6d02ce89c5db4b1f9deb357c47998a26b7b6bd86,arosenscheinnh,100.200.16.156,3468:9acf:9802:b866:bb63:27b3:b827:b3b1,,,Tin,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-09-28T02:57:17Z,19:39:05,3e56c153cd257751c3093c2f537f50278b45d06e,hcrockni,225.15.90.185,ca5f:913f:800c:cdb6:ca6b:258a:247c:6cab,,,Bitwolf,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2017-09-07T02:14:24Z,06:49:17,35a9757e5afc1b7323e0744d28290f73388481cf,patmorenj,95.0.207.235,eafc:30b6:779d:1fa1:e3ad:b326:506c:8b12,,,Greenlam,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-13-06T02:04:13Z,19:26:02,481d542ac3a2bb5b9e441751d2425b473c9ac5a6,mdemogenk,94.74.74.254,d745:a0ae:4805:36c2:c65b:5ff3:91ef:fcca,,,Prodder,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2016-14-01T23:39:27Z,15:43:13,e9a36e97fb64cc75e0d75676c45c4558a7fe381e,sselwoodnl,211.224.185.255,e9ca:3fb0:1e73:ffe8:f3b2:a481:6931:ff0c,,,Bigtax,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,14,16
2016-02-14T11:11:44Z,17:15:01,59499221634f46e9666b7358d4e9ab751f6e6203,jfeuellnm,98.219.248.83,3a38:dc55:a334:bf8b:7c9e:58a1:b2fb:45ea,,,Flowdesk,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,12,14
2017-09-15T01:43:32Z,07:38:18,964d2019462ea2ff1a28c23c577fe6c02e993c86,tsertinnn,231.236.59.225,a9fa:e659:6a40:247c:1aaa:ff5a:9070:5c8b,,,Latlux,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,7,9
2016-09-20T01:30:37Z,04:36:33,3e8ac369205e8acf820774011c3a9b2ea1cf9ece,cfulhamno,114.126.22.200,6762:9dbd:bad:6d20:e335:be15:5e19:a2ab,,,Fix San,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2016-10-05T13:44:44Z,13:33:12,80414aa802a48339279f271f96b2bdd159cef8c1,lourrynp,134.79.135.136,83dd:2aa7:bd78:ebd8:f1cc:177a:94b:bba4,,,Sub-Ex,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2017-05-29T23:53:48Z,04:01:58,3b498b2ab1f64db2a8bf6cdc53c62495d8037251,ssaterweytenq,101.81.92.232,204a:9193:fa3b:e6fa:6023:fa5b:2441:8dcc,,,Stronghold,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2016-09-27T23:49:39Z,19:45:12,a00701b0a1df7f98b98b03bbc65e5629158d1ae6,brosenr,180.243.63.191,d524:e9eb:fd94:6850:6541:3279:19bf:cc33,,,Zamit,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,9,11
2017-08-21T05:54:20Z,04:25:26,87705ec5f64a57bf86b4c3b952655a22ef0b4d7a,rtolottins,249.6.52.22,4d1d:f504:9a68:f342:31dd:a304:b507:67f0,,,Lotstring,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,6,8
2017-07-06T05:40:20Z,09:25:35,52ab58f4ca55d17b1a4084f40bdc85e4a3bd39f8,tcrasswellnt,73.58.211.132,67a9:4214:4ed4:6b33:7d31:b770:3f77:ce14,,,Tampflex,Windows 10,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-11-19T20:07:06Z,11:07:45,c41e9ed04e0bcc3f17877e23d2f1287ea91fd0c6,mshobbrooknu,105.37.74.191,9de2:3aac:1dce:68e6:f4ea:8f87:8f84:82ec,,,Stringtough,Windows Server 2008,Acme,User failed to authenticate through Kerberos,,,, ,11,13
2017-05-12T19:04:27Z,11:04:33,5d45354b6445ef6d07c6323201d063a3e3c1a69f,lduckworthnv,239.114.165.32,e174:a5d2:495b:283c:f3a9:23e2:b63f:2291,,,Mat Lam Tam,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,3,5
2017-06-15T13:57:29Z,01:52:56,d799c5d99a434161a48a8a702a2bf9e446e4ee9d,cshapternw,21.92.227.36,6fb4:222b:c972:63b3:7613:d178:3950:d538,,,Fixflex,Windows 7,Acme,User failed to authenticate through Kerberos,,,, ,4,6
2017-07-24T08:39:31Z,20:15:53,bd7b98476ebabef657f789030a01c5b2bd715f02,gwreaknx,225.13.98.137,ad2b:c270:d09c:d2ce:ab8a:f196:54a2:4edf,,,Tampflex,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2016-10-27T18:43:32Z,12:36:41,a1e83744306966704a6fd30ab7d3c64180fdcd02,gokeefeny,92.13.9.203,8e9a:e1f1:c4f7:8072:4387:fc24:406e:1425,,,Bigtax,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,10,12
2016-13-25T23:27:53Z,14:12:53,1ececb86e272fb9fe2f8b3a9213c7c7679570a61,ehayllernz,174.132.99.99,b9b9:c1cd:7b10:8e1f:1c20:d48d:2836:4122,,,Treeflex,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2016-13-06T11:15:01Z,21:26:20,74d3e11ad611e8181deefd34b4cbc1d41165d37c,mpittfordo0,177.230.107.55,4846:cdf6:63ba:74d0:a3a0:e0db:5f15:aa0a,,,Bitwolf,Windows Server 2012,Acme,User failed to authenticate through Kerberos,,,, ,13,15
2017-07-03T07:58:39Z,03:00:43,44451722a40dbbce9cebc8bd397f1f2e6dab0a6e,glangmuiro1,220.97.52.35,c688:31d:dcde:e0fe:99cf:1ad9:b28f:e34c,,,Matsoft,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,5,7
2017-08-05T06:50:13Z,20:23:47,758a59c8ee02172cf6cdbda722646f563673f0a5,fmeinekeno2,162.29.221.30,970c:1c4c:9889:ceec:60f8:34b4:97eb:4264,,,Bitchip,Windows 8,Acme,User failed to authenticate through Kerberos,,,, ,6,8
